ticket_id,customer_id,open_date_id,support_channel,contact_reason,ticket_status
3824,2321,20151116,Social Media,Cancellation request,Pending
3825,3793,20110713,Store,Technical issue,Pending
3826,1920,20030514,Social Media,Information,Pending
3827,2849,20240705,Social Media,Information,Pending
3828,3685,20230930,Store,Invoice question,In Progress
3829,23,20240125,Phone,Cancellation request,Resolved
3830,2266,20200720,Social Media,Complaint,Resolved
3831,1456,20131213,Website,Information,Resolved
3832,349,20200922,App,Plan change,In Progress
3833,1026,20141201,Store,Invoice question,In Progress
3834,710,20241229,App,Invoice question,Pending
3835,2550,20190627,Website,Information,Pending
3836,1593,20250215,App,Plan change,In Progress
3837,434,19970705,App,Information,In Progress
3838,2840,20220201,Phone,Cancellation request,In Progress
3839,2221,20230809,Phone,Complaint,Resolved
3840,1970,20191027,App,Complaint,In Progress
3841,3290,20151222,Social Media,Plan change,Pending
3842,3019,20010614,App,Plan change,Resolved
3843,1316,20210928,Website,Technical issue,Pending
3844,3349,20240621,Phone,Complaint,In Progress
3845,3596,19760301,Social Media,Plan change,Pending
3846,4970,20230824,Phone,Information,Pending
3847,2043,20230311,Website,Complaint,Pending
3848,4245,20190411,Website,Complaint,Resolved
3849,3456,20140611,Store,Cancellation request,Resolved
3850,4368,20160702,Phone,Information,In Progress
3851,2968,20250202,App,Information,Pending
3852,3000,20220224,Store,Technical issue,In Progress
3853,3363,20190414,Phone,Plan change,In Progress
3854,1024,20070317,Website,Information,Resolved
3855,2971,20171013,Website,Complaint,In Progress
3856,883,20141026,Store,Technical issue,In Progress
3857,1340,20240719,App,Plan change,In Progress
3858,1193,20150629,Website,Technical issue,Pending
3859,1100,20240107,Social Media,Complaint,Pending
3860,3504,20220723,Website,Cancellation request,Pending
3861,2685,20100611,App,Plan change,In Progress
3862,3328,20121102,Phone,Cancellation request,In Progress
3863,1191,20221227,App,Information,Pending
3864,4064,20190906,Store,Technical issue,Resolved
3865,3809,20250424,Store,Complaint,Resolved
3866,4672,20230205,App,Cancellation request,In Progress
3867,1893,20090217,Phone,Technical issue,In Progress
3868,900,20250602,Website,Invoice question,In Progress
3869,3536,20140809,App,Cancellation request,Resolved
3870,4840,19890125,Store,Technical issue,Resolved
3871,1106,20241101,Website,Plan change,Pending
3872,1340,20230804,Social Media,Information,Resolved
3873,1281,20210303,Social Media,Invoice question,In Progress
3874,1625,20240729,Store,Cancellation request,Resolved
3875,1013,20110804,Store,Cancellation request,In Progress
3876,2232,20220503,Store,Technical issue,Resolved
3877,1555,20180826,Store,Plan change,In Progress
3878,1585,20230320,Phone,Information,Pending
3879,3165,20220712,Phone,Complaint,Resolved
3880,4875,20250612,Website,Cancellation request,In Progress
3881,563,20160124,App,Plan change,Pending
3882,354,20250124,App,Invoice question,Resolved
3883,213,20221030,Website,Invoice question,Resolved
3884,2538,20220807,Store,Information,In Progress
3885,125,20220328,Website,Technical issue,In Progress
3886,1349,20170910,Website,Information,Pending
3887,803,20240912,Social Media,Complaint,Resolved
3888,2134,20231116,App,Technical issue,Pending
3889,3687,19930830,App,Plan change,Pending
3890,4028,20250605,Store,Invoice question,Resolved
3891,460,20220923,Social Media,Plan change,In Progress
3892,2783,20250317,App,Complaint,Pending
3893,2941,20250309,App,Technical issue,Resolved
3894,4162,19970821,Store,Complaint,In Progress
3895,2022,20250410,Website,Technical issue,Pending
3896,417,20240118,App,Complaint,Resolved
3897,4952,20110306,Social Media,Technical issue,In Progress
3898,2693,20210709,Store,Technical issue,Pending
3899,2229,20240601,Social Media,Plan change,Resolved
3900,4187,20250604,Store,Invoice question,Pending
3901,2406,20010822,Website,Plan change,In Progress
3902,3425,20210428,Website,Information,Pending
3903,4923,20250504,Website,Plan change,Resolved
3904,1067,20240220,Store,Technical issue,Pending
3905,4495,20250302,Store,Plan change,In Progress
3906,1790,20230907,Website,Complaint,Resolved
3907,1784,20130416,Phone,Plan change,In Progress
3908,1808,20250421,Social Media,Plan change,Pending
3909,1128,20140430,Social Media,Invoice question,In Progress
3910,3070,20230615,Phone,Information,Resolved
3911,2259,20201213,Phone,Information,Resolved
3912,747,20240901,Social Media,Technical issue,In Progress
3913,3511,20171222,Social Media,Technical issue,Resolved
3914,1258,20040615,Store,Plan change,Resolved
3915,4417,20190604,Phone,Cancellation request,Pending
3916,3732,20210323,Website,Complaint,Resolved
3917,4746,20240823,Social Media,Technical issue,In Progress
3918,4624,19890716,Phone,Technical issue,Resolved
3919,99,20230530,Phone,Complaint,Resolved
3920,246,20140225,Social Media,Invoice question,In Progress
3921,4676,20120813,App,Complaint,Resolved
3922,41,20200803,App,Complaint,Pending
3923,3940,20231112,Website,Invoice question,Pending
3924,3966,20250604,Store,Plan change,In Progress
3925,965,20060909,App,Invoice question,Pending
3926,879,20060814,Website,Technical issue,Resolved
3927,2648,20211130,Store,Complaint,Resolved
3928,4879,20240807,App,Information,Resolved
3929,3768,20240930,Website,Information,In Progress
3930,392,19921111,Phone,Complaint,Pending
3931,3106,20240121,Social Media,Complaint,Pending
3932,4455,20211209,Website,Complaint,Pending
3933,520,20071201,Store,Complaint,Resolved
3934,2768,19780909,App,Technical issue,In Progress
3935,3508,20211201,Social Media,Plan change,In Progress
3936,4943,20220522,Social Media,Complaint,In Progress
3937,1595,20211221,App,Cancellation request,Pending
3938,375,20130711,Store,Plan change,Resolved
3939,2783,20250525,Store,Cancellation request,Resolved
3940,1382,20241205,App,Complaint,Pending
3941,1767,20230410,Social Media,Cancellation request,Resolved
3942,1384,20250118,Phone,Technical issue,In Progress
3943,2824,20250201,Store,Information,In Progress
3944,3330,20140821,Website,Information,Resolved
3945,410,20250602,Phone,Information,Resolved
3946,3756,20250525,App,Invoice question,In Progress
3947,4518,20150125,Website,Technical issue,Resolved
3948,4598,20081207,Social Media,Invoice question,In Progress
3949,690,19891010,Phone,Complaint,Pending
3950,2424,20160905,Phone,Information,In Progress
3951,1203,20230903,Website,Invoice question,In Progress
3952,3087,20100114,Website,Invoice question,In Progress
3953,2070,20240802,App,Information,In Progress
3954,4926,20070215,Store,Invoice question,In Progress
3955,3278,20080325,Social Media,Plan change,Pending
3956,835,20130112,Social Media,Information,Resolved
3957,2866,20151030,Website,Complaint,Resolved
3958,643,20250417,Social Media,Invoice question,In Progress
3959,3299,20250103,App,Information,Pending
3960,2704,19940413,Store,Cancellation request,In Progress
3961,351,20230113,Phone,Plan change,Pending
3962,4984,20140519,Social Media,Information,Pending
3963,926,20250531,Store,Complaint,Pending
3964,4483,20241222,Store,Information,Pending
3965,1024,20170512,Store,Invoice question,Pending
3966,1079,20100127,Store,Complaint,Resolved
3967,2598,20241012,Website,Information,Resolved
3968,2912,20040129,Store,Information,Resolved
3969,632,20080411,Store,Complaint,In Progress
3970,11,20111001,Social Media,Technical issue,Resolved
3971,3431,20241116,Website,Invoice question,In Progress
3972,3686,20140223,Social Media,Complaint,Pending
3973,1517,20200407,Phone,Technical issue,In Progress
3974,91,20240216,Website,Technical issue,Pending
3975,4293,19890312,Social Media,Cancellation request,Resolved
3976,1645,20230813,App,Technical issue,Pending
3977,1243,20160625,Phone,Cancellation request,Resolved
3978,2614,20160924,App,Complaint,In Progress
3979,1542,20170831,Website,Technical issue,Pending
3980,3155,20220628,Phone,Plan change,Resolved
3981,2280,20050906,Social Media,Cancellation request,Pending
3982,3383,20021231,Social Media,Technical issue,Pending
3983,2011,20241112,App,Cancellation request,Resolved
3984,4911,20231019,Phone,Cancellation request,In Progress
3985,183,20200715,Social Media,Complaint,In Progress
3986,2826,20250222,Phone,Invoice question,In Progress
3987,3232,20240923,Phone,Cancellation request,In Progress
3988,1843,20220825,Phone,Cancellation request,Resolved
3989,4627,20241113,Store,Invoice question,In Progress
3990,4130,20120530,App,Cancellation request,Resolved
3991,4605,20211107,Phone,Technical issue,Pending
3992,2396,20230922,Store,Information,In Progress
3993,3592,20131013,App,Invoice question,In Progress
3994,2428,20040104,App,Technical issue,Resolved
3995,4487,20250514,Social Media,Complaint,Pending
3996,3008,20240514,Store,Information,Resolved
3997,1309,20240123,App,Plan change,Resolved
3998,221,19810727,Phone,Invoice question,In Progress
3999,4681,20240820,Phone,Cancellation request,Resolved
4000,3005,19890322,Social Media,Information,Pending
4001,2920,20180610,Store,Invoice question,In Progress
4002,3169,20101202,Store,Complaint,In Progress
4003,887,20250611,Website,Cancellation request,Pending
4004,3482,20170921,App,Cancellation request,Resolved
4005,4775,20020901,Social Media,Technical issue,Pending
4006,2117,20151019,Phone,Invoice question,In Progress
4007,965,20060330,Social Media,Cancellation request,In Progress
4008,2438,20250530,App,Invoice question,Pending
4009,1147,20210130,Social Media,Invoice question,Resolved
4010,4844,20150409,Store,Technical issue,Resolved
4011,2553,19991115,Social Media,Information,In Progress
4012,757,20170401,Website,Invoice question,In Progress
4013,4721,20220605,Social Media,Cancellation request,Pending
4014,1781,20020917,Store,Invoice question,Pending
4015,1001,20230702,Store,Cancellation request,Resolved
4016,2451,20230724,Store,Technical issue,Resolved
4017,89,20211001,App,Complaint,Pending
4018,1644,20211231,Website,Cancellation request,Pending
4019,863,20200314,Store,Information,Pending
4020,278,20060215,Social Media,Plan change,Pending
4021,156,20241104,Phone,Technical issue,Resolved
4022,716,20170726,Website,Invoice question,Pending
4023,1558,20211026,Phone,Technical issue,Resolved
4024,2854,20250404,Social Media,Complaint,In Progress
4025,2127,20120906,App,Technical issue,In Progress
4026,1089,20200329,Phone,Plan change,Pending
4027,2881,20151014,Social Media,Technical issue,In Progress
4028,3739,20250601,Phone,Information,Resolved
4029,571,20201228,Social Media,Plan change,Resolved
4030,391,20230614,Phone,Invoice question,Resolved
4031,4066,20250608,App,Cancellation request,Resolved
4032,430,20230114,Website,Invoice question,Resolved
4033,2684,20250301,Social Media,Invoice question,In Progress
4034,2259,20230715,Website,Invoice question,Resolved
4035,3597,20241127,Social Media,Plan change,Pending
4036,615,20240130,App,Plan change,In Progress
4037,3993,20200601,Store,Technical issue,Pending
4038,2839,20200512,Store,Plan change,In Progress
4039,2166,20120716,App,Technical issue,In Progress
4040,3859,20030905,Phone,Plan change,In Progress
4041,4594,20230607,Store,Information,Pending
4042,4893,20051014,Phone,Cancellation request,In Progress
4043,3816,20090131,Social Media,Information,Resolved
4044,1080,20240814,Website,Complaint,In Progress
4045,464,20180521,Website,Invoice question,Resolved
4046,1369,20240201,App,Cancellation request,In Progress
4047,4287,20120319,Social Media,Invoice question,In Progress
4048,2990,20170811,App,Technical issue,Pending
4049,2741,20170103,Phone,Invoice question,In Progress
4050,1118,20230604,Phone,Complaint,Pending
4051,2282,20221013,Store,Plan change,Resolved
4052,3833,20220422,Phone,Technical issue,Pending
4053,1374,20200409,Phone,Invoice question,Resolved
4054,3986,20120401,Social Media,Complaint,Resolved
4055,30,20240620,Website,Technical issue,In Progress
4056,629,20010309,Phone,Complaint,Pending
4057,1407,20070831,Social Media,Cancellation request,In Progress
4058,4502,20241203,Store,Invoice question,Pending
4059,2311,20221119,Phone,Technical issue,Pending
4060,2574,20020113,Website,Technical issue,Resolved
4061,2986,20231221,App,Complaint,In Progress
4062,4950,20230428,Social Media,Information,Pending
4063,3521,19971216,Store,Cancellation request,Resolved
4064,2345,20250109,Store,Information,Resolved
4065,4312,20250527,Store,Plan change,In Progress
4066,3639,20210706,App,Information,In Progress
4067,601,20110318,Website,Cancellation request,In Progress
4068,3519,20231012,Store,Plan change,Resolved
4069,4912,20230507,Social Media,Information,Resolved
4070,1510,19980913,Store,Technical issue,Resolved
4071,3366,20210410,Social Media,Invoice question,Resolved
4072,1720,20250525,App,Cancellation request,In Progress
4073,3036,20230801,Website,Information,In Progress
4074,109,20210203,Social Media,Complaint,Resolved
4075,301,20250523,Website,Cancellation request,Resolved
4076,3436,20170511,Phone,Complaint,Pending
4077,1377,20241008,Store,Technical issue,Pending
4078,3688,20161011,Store,Complaint,Resolved
4079,4475,20160922,Phone,Technical issue,Pending
4080,1553,20240530,Phone,Cancellation request,In Progress
4081,4573,20250403,Website,Complaint,Resolved
4082,1239,20240322,Social Media,Complaint,Pending
4083,3814,20221225,Phone,Invoice question,Pending
4084,4342,19990524,Website,Invoice question,In Progress
4085,1854,20200112,Store,Invoice question,Resolved
4086,785,20230924,Phone,Complaint,Resolved
4087,1518,20250413,App,Technical issue,Resolved
4088,3754,20231105,Social Media,Complaint,In Progress
4089,4117,20210526,Website,Cancellation request,In Progress
4090,2679,20210125,Store,Cancellation request,Pending
4091,1701,19970927,Phone,Technical issue,Resolved
4092,1227,20230611,Social Media,Complaint,Pending
4093,833,20200830,Website,Plan change,Resolved
4094,2110,20210312,Website,Technical issue,Pending
4095,1431,19751023,App,Cancellation request,In Progress
4096,255,19950226,Store,Technical issue,Resolved
4097,3802,20151224,App,Plan change,Pending
4098,1262,20180310,Website,Cancellation request,Pending
4099,2905,20210515,Social Media,Complaint,Pending
4100,3236,20250207,Phone,Information,Pending
4101,2890,20240805,Website,Cancellation request,Pending
4102,1787,20191119,Social Media,Technical issue,Resolved
4103,563,20170512,Phone,Cancellation request,Resolved
4104,2672,20230826,Store,Cancellation request,Resolved
4105,4752,20041123,Social Media,Complaint,Resolved
4106,1722,20050725,Phone,Technical issue,In Progress
4107,3719,20111117,Store,Technical issue,Resolved
4108,4610,20151116,Phone,Complaint,Pending
4109,3385,20250518,Store,Complaint,In Progress
4110,3571,20130821,Social Media,Complaint,Resolved
4111,4449,20250605,Social Media,Complaint,Pending
4112,4219,20230426,Phone,Cancellation request,Resolved
4113,1364,20250609,App,Technical issue,Pending
4114,1572,20240802,Phone,Complaint,Resolved
4115,3620,20200224,Website,Complaint,In Progress
4116,3679,20241010,Store,Cancellation request,In Progress
4117,1885,20230123,Social Media,Information,Pending
4118,1673,20141201,Store,Invoice question,Pending
4119,594,20140903,Social Media,Cancellation request,Pending
4120,1074,20230604,Store,Complaint,Resolved
4121,96,19920813,Phone,Information,Resolved
4122,4183,20250308,Social Media,Cancellation request,Resolved
4123,4306,20120624,Phone,Complaint,Resolved
4124,96,20100710,Store,Complaint,Pending
4125,943,20240617,Social Media,Invoice question,Pending
4126,3387,19970320,Website,Cancellation request,Resolved
4127,2281,20200916,Store,Complaint,In Progress
4128,661,20240626,Store,Invoice question,Resolved
4129,3052,20220924,Website,Information,Resolved
4130,412,20070525,Social Media,Complaint,In Progress
4131,4434,19901230,Social Media,Technical issue,Pending
4132,1989,20250611,Store,Plan change,Pending
4133,2183,20210327,Phone,Plan change,Resolved
4134,3949,20170419,Store,Complaint,Resolved
4135,2402,20200227,App,Information,In Progress
4136,3579,20250114,Store,Complaint,Pending
4137,3262,20230218,Website,Technical issue,In Progress
4138,4144,20211004,Phone,Complaint,Resolved
4139,2037,20091210,Social Media,Plan change,Pending
4140,1741,20240215,Website,Technical issue,Resolved
4141,333,20230521,Phone,Information,Resolved
4142,2858,20241027,Website,Complaint,In Progress
4143,2097,20250126,Social Media,Information,Pending
4144,1527,20130919,App,Plan change,Pending
4145,2890,20221115,Social Media,Invoice question,Pending
4146,4759,20231117,Phone,Cancellation request,In Progress
4147,2775,20130507,Phone,Information,Pending
4148,4449,20250601,Website,Information,Resolved
4149,3221,20210820,App,Complaint,In Progress
4150,3559,20250225,Website,Complaint,In Progress
4151,266,20211217,Store,Cancellation request,Resolved
4152,3827,20160425,Store,Complaint,Resolved
4153,1508,20120227,Website,Information,In Progress
4154,422,20210712,Website,Plan change,In Progress
4155,4156,20180620,Website,Complaint,Resolved
4156,5,20230615,Website,Information,Resolved
4157,4740,20101121,Website,Technical issue,Resolved
4158,4993,20060913,Social Media,Information,Resolved
4159,3086,20200316,Social Media,Information,In Progress
4160,1474,20001204,Store,Technical issue,In Progress
4161,696,20230811,Store,Information,Pending
4162,1697,20240917,App,Cancellation request,In Progress
4163,1918,20170821,Website,Technical issue,Pending
4164,702,19801203,Social Media,Complaint,In Progress
4165,2440,20241129,Social Media,Plan change,In Progress
4166,288,20191122,Website,Technical issue,In Progress
4167,2890,20190720,Website,Plan change,In Progress
4168,2415,20240905,Social Media,Cancellation request,Pending
4169,3350,20070319,App,Cancellation request,In Progress
4170,2033,20191030,Website,Plan change,In Progress
4171,2825,20191220,Social Media,Information,Resolved
4172,3288,20230202,Social Media,Technical issue,Resolved
4173,4067,20071120,Store,Plan change,Resolved
4174,3683,20231102,Store,Cancellation request,Pending
4175,411,20211220,Social Media,Cancellation request,In Progress
4176,3754,20101205,Website,Cancellation request,Resolved
4177,205,20070525,Social Media,Invoice question,In Progress
4178,461,20220529,Social Media,Invoice question,In Progress
4179,929,20091001,Website,Technical issue,In Progress
4180,2767,20060809,App,Technical issue,Resolved
4181,1482,20030131,Website,Cancellation request,Resolved
4182,264,20240411,App,Plan change,Resolved
4183,2697,19980723,Social Media,Information,Pending
4184,2197,20230312,Website,Complaint,Pending
4185,4121,20120830,Phone,Invoice question,Pending
4186,1392,20241227,Social Media,Plan change,Resolved
4187,4936,20191212,Store,Technical issue,Resolved
4188,404,20100518,Social Media,Invoice question,Resolved
4189,4350,20120619,Social Media,Plan change,In Progress
4190,3389,20080911,Social Media,Complaint,Resolved
4191,939,20210520,Social Media,Technical issue,Resolved
4192,1600,20190519,Website,Technical issue,In Progress
4193,721,20240301,Website,Technical issue,In Progress
4194,2551,20220501,Website,Complaint,In Progress
4195,1911,20250201,Website,Complaint,In Progress
4196,4738,20200618,Social Media,Cancellation request,In Progress
4197,2129,20160724,Store,Information,Resolved
4198,4160,20221124,App,Cancellation request,Resolved
4199,3028,20240818,App,Technical issue,In Progress
4200,2531,20250317,Phone,Complaint,Pending
4201,1581,20050720,Website,Complaint,Pending
4202,1961,20120818,Store,Cancellation request,Resolved
4203,4944,20231205,Website,Complaint,Resolved
4204,1870,20180606,Social Media,Plan change,Pending
4205,113,20170328,Website,Invoice question,Pending
4206,2616,20010711,Phone,Technical issue,Resolved
4207,547,20121217,Phone,Invoice question,Resolved
4208,4032,20240527,Store,Technical issue,In Progress
4209,3098,20180727,Phone,Complaint,In Progress
4210,1476,20240813,Phone,Plan change,Resolved
4211,657,20250412,App,Information,Pending
4212,1203,20221220,Social Media,Invoice question,Pending
4213,245,20200415,Phone,Complaint,In Progress
4214,2928,20250421,App,Invoice question,In Progress
4215,4930,20131011,Social Media,Complaint,In Progress
4216,3580,19950901,Store,Technical issue,Resolved
4217,2422,20191103,Website,Technical issue,Pending
4218,877,20180531,Phone,Technical issue,Pending
4219,4993,19960214,Website,Cancellation request,In Progress
4220,4060,20180810,Website,Plan change,Pending
4221,2575,20220628,Social Media,Complaint,In Progress
4222,2078,20230629,Phone,Cancellation request,In Progress
4223,3784,20200825,Store,Complaint,In Progress
4224,2698,20151226,Store,Technical issue,In Progress
4225,1544,20210206,App,Cancellation request,Pending
4226,3552,20220615,App,Invoice question,Pending
4227,858,20240823,Website,Technical issue,Resolved
4228,4990,20170512,Social Media,Plan change,Pending
4229,2875,20230301,Social Media,Information,In Progress
4230,4770,20220917,Website,Plan change,Pending
4231,3692,20150316,Store,Information,Pending
4232,1321,20120328,Website,Information,In Progress
4233,2133,20110608,Social Media,Invoice question,Pending
4234,4368,20201207,Phone,Invoice question,Pending
4235,2405,20211012,App,Information,Resolved
4236,3330,20151224,App,Technical issue,Resolved
4237,4591,19761113,App,Complaint,In Progress
4238,55,20180120,Social Media,Information,In Progress
4239,1236,20250120,Phone,Cancellation request,Pending
4240,4146,20150813,Website,Invoice question,Resolved
4241,558,20230813,Phone,Cancellation request,Resolved
4242,3279,20070704,Phone,Cancellation request,Resolved
4243,1915,20210722,Website,Technical issue,Resolved
4244,2312,20211028,Phone,Invoice question,Pending
4245,4913,20110717,Social Media,Complaint,Resolved
4246,4195,20191102,Social Media,Plan change,Resolved
4247,998,20061115,Store,Technical issue,Resolved
4248,964,20240127,Social Media,Invoice question,In Progress
4249,728,20190812,Phone,Complaint,Resolved
4250,837,20250310,Phone,Cancellation request,Resolved
4251,3112,20250411,Phone,Complaint,In Progress
4252,3493,20230507,Phone,Complaint,Pending
4253,3103,20190506,Phone,Technical issue,In Progress
4254,57,20190902,Store,Invoice question,Resolved
4255,1165,20250324,Social Media,Plan change,Pending
4256,1725,20150920,Website,Technical issue,In Progress
4257,2516,20191111,Store,Cancellation request,In Progress
4258,4066,20250612,Social Media,Invoice question,Pending
4259,809,20200123,Phone,Technical issue,Pending
4260,3213,20230305,Store,Invoice question,Resolved
4261,1104,20061116,Website,Cancellation request,Resolved
4262,508,20240920,App,Technical issue,Resolved
4263,50,20160922,Website,Complaint,In Progress
4264,1527,20170706,Website,Information,Pending
4265,463,20090907,Phone,Technical issue,In Progress
4266,3692,20230219,Store,Technical issue,Resolved
4267,2277,20150930,Store,Technical issue,In Progress
4268,941,20250120,Phone,Plan change,Pending
4269,2104,20250206,App,Invoice question,In Progress
4270,4196,20240119,Social Media,Information,In Progress
4271,132,20170601,Website,Invoice question,Pending
4272,1648,20130710,App,Information,Pending
4273,559,20101116,Store,Technical issue,Resolved
4274,3797,20201208,App,Complaint,In Progress
4275,4015,20230107,Social Media,Cancellation request,In Progress
4276,3092,20021218,Store,Technical issue,In Progress
4277,4462,20220826,App,Information,In Progress
4278,1768,19980802,Social Media,Invoice question,Resolved
4279,257,20230714,Website,Invoice question,In Progress
4280,3357,20240524,Store,Invoice question,Resolved
4281,4596,20250606,Phone,Complaint,In Progress
4282,3610,20220802,Store,Complaint,Pending
4283,4568,20240422,Website,Information,Pending
4284,4616,20160409,Social Media,Technical issue,Resolved
4285,1581,20091221,Phone,Plan change,Pending
4286,4831,20231221,Store,Invoice question,Pending
4287,4728,20180410,Website,Invoice question,Pending
4288,2292,20241013,Store,Technical issue,In Progress
4289,4159,19970820,Social Media,Complaint,In Progress
4290,2870,20220815,Website,Complaint,In Progress
4291,799,20230325,Store,Technical issue,In Progress
4292,466,20180831,Store,Plan change,In Progress
4293,3238,20220920,Phone,Complaint,Resolved
4294,2238,20250506,Social Media,Cancellation request,Resolved
4295,4927,20120206,Store,Information,In Progress
4296,3196,20210105,App,Invoice question,In Progress
4297,266,20200803,App,Cancellation request,In Progress
4298,31,20180621,Store,Cancellation request,Resolved
4299,4705,20241230,Phone,Complaint,In Progress
4300,2504,20040608,Store,Cancellation request,Pending
4301,4617,20030923,Social Media,Information,In Progress
4302,1202,20240916,Store,Information,In Progress
4303,417,20240920,Social Media,Technical issue,Resolved
4304,303,20181229,Social Media,Information,In Progress
4305,2148,20230513,Phone,Complaint,Resolved
4306,730,20160929,Social Media,Invoice question,Resolved
4307,2152,20240606,Phone,Complaint,Resolved
4308,3775,20211219,Website,Cancellation request,Pending
4309,3049,20040619,App,Complaint,Pending
4310,2650,20170530,Phone,Information,Pending
4311,2264,20210413,App,Invoice question,Pending
4312,1879,20230908,Website,Technical issue,Resolved
4313,2723,20250103,Website,Complaint,Resolved
4314,2549,20161130,Phone,Information,Pending
4315,4500,20120214,Website,Plan change,Pending
4316,464,20190205,App,Cancellation request,In Progress
4317,3205,20210121,App,Invoice question,Resolved
4318,2259,20131201,App,Invoice question,In Progress
4319,1596,20230223,Phone,Plan change,Pending
4320,2919,20090703,Phone,Information,Pending
4321,4255,20210718,App,Information,In Progress
4322,828,20191007,App,Invoice question,Pending
4323,2374,20221119,Store,Complaint,Resolved
4324,3956,20250102,Phone,Information,Pending
4325,1017,20221020,Website,Plan change,Pending
4326,2563,20120907,App,Complaint,In Progress
4327,3329,20240828,Phone,Invoice question,Resolved
4328,577,20220813,Store,Cancellation request,Pending
4329,4801,20230822,Store,Cancellation request,Resolved
4330,4506,20010126,Phone,Plan change,Resolved
4331,3933,20200102,App,Invoice question,Pending
4332,3083,20230330,Website,Plan change,In Progress
4333,3014,20021124,Website,Cancellation request,In Progress
4334,3014,20080108,Website,Invoice question,In Progress
4335,4117,20210901,Store,Cancellation request,In Progress
4336,461,20160710,Website,Complaint,Resolved
4337,1453,20220119,Social Media,Information,In Progress
4338,2585,20190619,Website,Invoice question,Resolved
4339,1354,20250418,Phone,Complaint,In Progress
4340,3295,20140903,App,Plan change,Pending
4341,464,20190210,App,Information,Resolved
4342,1418,20250422,Social Media,Plan change,In Progress
4343,3760,20191020,Website,Plan change,In Progress
4344,4707,20191009,App,Plan change,Pending
4345,1241,20160719,Store,Cancellation request,In Progress
4346,2363,20210823,Phone,Information,Pending
4347,3735,20181216,Social Media,Information,In Progress
4348,170,20240828,Phone,Technical issue,Pending
4349,4265,20031106,Store,Plan change,In Progress
4350,4072,20200625,Social Media,Technical issue,Resolved
4351,1207,20191007,Phone,Complaint,Resolved
4352,4659,20170531,Social Media,Technical issue,Resolved
4353,1029,20151103,Social Media,Complaint,Resolved
4354,2699,20230813,Phone,Information,Pending
4355,2879,20030625,Website,Cancellation request,Pending
4356,3037,20130817,Store,Cancellation request,In Progress
4357,1142,20150226,App,Complaint,In Progress
4358,2479,20180714,App,Information,In Progress
4359,2037,20110825,Social Media,Plan change,Pending
4360,4422,20171225,Website,Invoice question,Pending
4361,4530,20240722,Store,Information,Resolved
4362,336,20220731,Website,Invoice question,Pending
4363,4933,20050918,App,Technical issue,Resolved
4364,123,20250509,Website,Plan change,Resolved
4365,4336,20231211,Social Media,Cancellation request,Resolved
4366,2401,20210526,Social Media,Invoice question,Resolved
4367,4328,20140703,Phone,Complaint,In Progress
4368,3552,20241028,Phone,Technical issue,Resolved
4369,3524,20230522,App,Plan change,In Progress
4370,2900,20221129,Social Media,Information,Pending
4371,4205,20180827,Store,Invoice question,Resolved
4372,3252,20250412,Phone,Cancellation request,In Progress
4373,4739,20250601,Store,Complaint,In Progress
4374,832,19870216,Store,Technical issue,In Progress
4375,3054,20240509,Social Media,Information,In Progress
4376,2728,20131004,Social Media,Cancellation request,In Progress
4377,3664,20170502,Store,Technical issue,In Progress
4378,4927,20150909,App,Invoice question,Resolved
4379,2843,20170713,Website,Invoice question,Pending
4380,1800,20230408,App,Information,Resolved
4381,2949,20250608,Store,Information,Resolved
4382,3183,20250426,Website,Cancellation request,In Progress
4383,3648,20121011,Store,Technical issue,Pending
4384,4009,20221023,Website,Plan change,Resolved
4385,885,20230304,App,Technical issue,In Progress
4386,631,20210407,Website,Invoice question,Pending
4387,1161,20241218,App,Invoice question,Pending
4388,2080,20241017,Social Media,Complaint,Pending
4389,171,20220105,Website,Information,Resolved
4390,1537,20220912,App,Complaint,Resolved
4391,1023,20230415,Store,Technical issue,Resolved
4392,574,20181128,Social Media,Information,In Progress
4393,2921,20230709,Website,Cancellation request,In Progress
4394,928,20200606,App,Complaint,Resolved
4395,3205,20210813,Website,Invoice question,In Progress
4396,4169,20150314,Website,Invoice question,Pending
4397,498,20001107,Phone,Complaint,Pending
4398,470,20041009,Phone,Plan change,In Progress
4399,68,20190629,Store,Information,In Progress
4400,1813,20230602,Phone,Complaint,Pending
4401,4482,20240204,Social Media,Invoice question,Resolved
4402,4063,20240611,Website,Information,Resolved
4403,1137,20210327,Social Media,Complaint,Pending
4404,2156,19990828,Website,Information,In Progress
4405,1690,20211030,Store,Invoice question,In Progress
4406,2959,20241215,Store,Cancellation request,Pending
4407,3297,20070707,Phone,Invoice question,Resolved
4408,2662,19990819,Social Media,Complaint,Pending
4409,2279,20240517,App,Complaint,Resolved
4410,2857,20250418,Website,Complaint,Resolved
4411,769,20240318,Website,Complaint,In Progress
4412,3661,19961230,Social Media,Information,In Progress
4413,66,20100324,Phone,Technical issue,In Progress
4414,4050,20221229,Website,Invoice question,Resolved
4415,1374,20180416,Phone,Complaint,Resolved
4416,1976,20170723,Social Media,Technical issue,Pending
4417,3171,20210618,Store,Technical issue,In Progress
4418,1286,20190216,Website,Technical issue,Pending
4419,3346,20240315,Phone,Cancellation request,Pending
4420,4058,20110711,Store,Plan change,In Progress
4421,2238,20240416,Phone,Plan change,Pending
4422,2222,20220906,Website,Invoice question,Pending
