invoice_id,customer_id,due_date_id,payment_date_id,total_amount,paid_amount,invoice_status
22939,3666,20211106,20211102.0,370.14,370.14,Paid
22940,3929,20130926,20130926.0,49.13,49.13,Paid
22941,175,20220116,20220116.0,405.74,405.74,Paid
22942,3005,20130809,20130806.0,278.05,278.05,Paid
22943,4122,20240915,20240911.0,125.2,125.2,Paid
22944,2974,20200511,,339.92,0.0,Overdue
22945,1132,20240928,20240928.0,236.34,236.34,Paid
22946,3461,20230810,20230807.0,168.21,168.21,Paid
22947,4616,20240624,20240619.0,409.14,409.14,Paid
22948,3197,20190816,20190814.0,420.75,420.75,Paid
22949,752,20200710,20200709.0,140.95,140.95,Paid
22950,560,20250108,20250108.0,30.16,30.16,Paid
22951,3978,20031117,20031112.0,228.0,228.0,Paid
22952,3820,19970401,19970329.0,342.94,342.94,Paid
22953,4572,20010709,20010709.0,268.58,268.58,Paid
22954,1750,20240929,20240929.0,79.92,79.92,Paid
22955,4418,20160402,20160401.0,36.48,36.48,Paid
22956,4942,20180304,20180228.0,88.29,88.29,Paid
22957,2120,20040215,20040212.0,167.72,167.72,Paid
22958,2150,20070814,20070809.0,292.52,292.52,Paid
22959,2294,20181201,20181127.0,170.38,170.38,Paid
22960,3831,20171129,20171129.0,435.75,435.75,Paid
22961,4106,20201002,20200927.0,207.59,207.59,Paid
22962,772,20220508,20220503.0,109.72,109.72,Paid
22963,3264,20081021,20081017.0,38.25,38.25,Paid
22964,1586,20241108,,424.49,0.0,Overdue
22965,2597,20140706,20140701.0,352.41,352.41,Paid
22966,4451,20190517,20190514.0,242.62,242.62,Paid
22967,2209,20220402,20220328.0,407.37,407.37,Paid
22968,3907,20250122,20250119.0,264.28,264.28,Paid
22969,1931,20230928,20230923.0,314.04,314.04,Paid
22970,3712,20130812,20130812.0,35.84,35.84,Paid
22971,4803,19830524,19830519.0,113.94,113.94,Paid
22972,715,20231019,20231016.0,225.07,225.07,Paid
22973,4870,20131125,20131122.0,245.55,245.55,Paid
22974,930,20240910,20240905.0,442.77,442.77,Paid
22975,208,20241028,20241023.0,315.91,315.91,Paid
22976,765,19850720,19850719.0,381.03,381.03,Paid
22977,588,19951223,19951222.0,310.87,310.87,Paid
22978,2199,20210324,20210319.0,448.15,448.15,Paid
22979,2277,20241224,20241224.0,368.18,368.18,Paid
22980,587,20181007,20181004.0,75.95,75.95,Paid
22981,4676,20071222,20071222.0,34.09,34.09,Paid
22982,3723,20090830,20090827.0,257.3,257.3,Paid
22983,1706,19950929,19950927.0,133.15,133.15,Paid
22984,3834,20210218,20210218.0,132.07,132.07,Paid
22985,4653,20220702,20220701.0,255.7,255.7,Paid
22986,1053,20180630,20180629.0,448.33,448.33,Paid
22987,2582,20000427,,106.41,0.0,Overdue
22988,1980,20010122,20010118.0,428.04,428.04,Paid
22989,660,20160608,20160606.0,271.95,271.95,Paid
22990,987,20140718,20140713.0,169.81,169.81,Paid
22991,2893,20241009,20241008.0,309.15,309.15,Paid
22992,4129,20230628,20230626.0,30.33,30.33,Paid
22993,433,19891228,19891228.0,297.09,297.09,Paid
22994,4754,20211219,20211219.0,213.01,213.01,Paid
22995,3190,20140104,20131230.0,395.67,395.67,Paid
22996,1327,20141229,,36.83,0.0,Overdue
22997,2864,19990523,19990521.0,87.81,87.81,Paid
22998,2924,20210603,20210530.0,34.83,34.83,Paid
22999,880,20190226,,296.46,0.0,Overdue
23000,1074,20220529,20220527.0,311.38,311.38,Paid
23001,854,20190109,20190107.0,291.56,291.56,Paid
23002,4946,20250411,20250411.0,96.29,96.29,Paid
23003,2559,20090511,20090511.0,190.9,190.9,Paid
23004,3917,20241129,20241124.0,309.09,309.09,Paid
23005,571,20241020,20241019.0,227.71,227.71,Paid
23006,3225,19750613,19750612.0,53.55,53.55,Paid
23007,648,20240609,20240608.0,345.92,345.92,Paid
23008,3464,20120212,20120212.0,144.07,144.07,Paid
23009,2071,20191029,20191024.0,420.22,420.22,Paid
23010,1058,20180219,20180214.0,140.49,140.49,Paid
23011,4784,20021028,20021027.0,81.29,81.29,Paid
23012,4286,20181105,20181031.0,398.56,398.56,Paid
23013,2358,20230308,20230303.0,376.18,376.18,Paid
23014,2560,19890121,19890121.0,411.0,411.0,Paid
23015,4312,20180112,20180111.0,56.82,56.82,Paid
23016,2980,20210504,20210429.0,83.55,83.55,Paid
23017,3966,20231021,20231021.0,376.8,376.8,Paid
23018,709,20250417,20250415.0,141.32,141.32,Paid
23019,3293,20230506,20230504.0,244.46,244.46,Paid
23020,1676,20150612,20150609.0,43.16,43.16,Paid
23021,115,20210223,20210222.0,93.89,93.89,Paid
23022,2937,20241001,20240926.0,423.46,423.46,Paid
23023,1435,20241024,20241024.0,373.8,373.8,Paid
23024,2304,20130424,20130419.0,199.43,199.43,Paid
23025,1961,20040212,20040212.0,426.02,426.02,Paid
23026,3637,20240526,20240521.0,155.04,155.04,Paid
23027,1481,20240728,20240725.0,139.08,139.08,Paid
23028,3272,20110617,20110616.0,234.97,234.97,Paid
23029,608,20250313,20250309.0,294.93,294.93,Paid
23030,4312,20160425,20160421.0,179.03,179.03,Paid
23031,1908,20241124,20241120.0,306.85,306.85,Paid
23032,2804,19860327,19860324.0,299.42,299.42,Paid
23033,1583,20140123,,295.06,0.0,Overdue
23034,871,20230301,20230224.0,74.71,74.71,Paid
23035,4695,20190915,20190912.0,359.58,359.58,Paid
23036,4756,20150414,20150411.0,161.8,161.8,Paid
23037,1054,20100913,20100913.0,300.13,300.13,Paid
23038,4012,20011210,20011209.0,184.87,184.87,Paid
23039,1957,20250528,20250526.0,144.44,144.44,Paid
23040,1846,20170507,20170502.0,44.35,44.35,Paid
23041,502,19870326,19870326.0,84.1,84.1,Paid
23042,2828,20160916,20160913.0,333.96,333.96,Paid
23043,459,20190812,20190808.0,209.99,209.99,Paid
23044,193,20090425,20090425.0,69.23,69.23,Paid
23045,3656,20210909,20210904.0,107.23,107.23,Paid
23046,4145,20240625,20240624.0,434.12,434.12,Paid
23047,1297,20100410,20100408.0,323.53,323.53,Paid
23048,955,20070425,20070425.0,184.27,184.27,Paid
23049,3855,20220816,20220812.0,356.75,356.75,Paid
23050,2804,19890531,19890528.0,246.17,246.17,Paid
23051,3165,20060529,20060524.0,443.31,443.31,Paid
23052,2377,20160630,20160629.0,399.23,399.23,Paid
23053,4581,20240830,20240830.0,48.67,48.67,Paid
23054,727,20230812,,233.47,0.0,Overdue
23055,1750,20240909,20240906.0,293.98,293.98,Paid
23056,3702,20230816,20230815.0,74.23,74.23,Paid
23057,3954,20070626,20070625.0,111.69,111.69,Paid
23058,1514,19931006,19931002.0,209.37,209.37,Paid
23059,4804,20240929,20240927.0,226.25,226.25,Paid
23060,3703,19810627,,70.53,0.0,Overdue
23061,3159,20190325,20190323.0,96.8,96.8,Paid
23062,2665,20100905,20100901.0,304.81,304.81,Paid
23063,2854,20220507,20220507.0,361.96,361.96,Paid
23064,4625,20210406,20210402.0,32.85,32.85,Paid
23065,2163,20181219,20181216.0,291.01,291.01,Paid
23066,53,20220731,20220728.0,354.93,354.93,Paid
23067,2865,20040514,20040511.0,68.91,68.91,Paid
23068,3457,20170425,20170425.0,371.7,371.7,Paid
23069,538,20130408,20130403.0,286.45,286.45,Paid
23070,3836,20240627,20240622.0,129.02,129.02,Paid
23071,927,20110319,20110318.0,292.5,292.5,Paid
23072,815,20201209,20201204.0,38.55,38.55,Paid
23073,1047,19990802,19990730.0,191.33,191.33,Paid
23074,2186,20160905,20160905.0,148.27,148.27,Paid
23075,3164,20211028,20211024.0,433.44,433.44,Paid
23076,225,20150504,20150430.0,167.56,167.56,Paid
23077,2917,20210904,20210831.0,144.4,144.4,Paid
23078,2676,20180903,20180902.0,443.47,443.47,Paid
23079,2875,20241208,20241206.0,43.13,43.13,Paid
23080,777,20141020,20141019.0,347.29,347.29,Paid
23081,238,20190207,20190205.0,411.4,411.4,Paid
23082,530,20170402,20170331.0,306.77,306.77,Paid
23083,2296,20211210,20211210.0,145.68,145.68,Paid
23084,195,20210916,20210912.0,208.89,208.89,Paid
23085,4005,19860416,19860416.0,441.25,441.25,Paid
23086,2851,20170804,20170802.0,418.55,418.55,Paid
23087,295,20211003,20210929.0,288.24,288.24,Paid
23088,4186,20170315,20170314.0,346.84,346.84,Paid
23089,2079,20100306,20100306.0,203.06,203.06,Paid
23090,576,20080125,20080120.0,231.95,231.95,Paid
23091,4464,20171016,20171016.0,354.74,354.74,Paid
23092,3339,20210423,20210421.0,367.61,367.61,Paid
23093,4657,20241124,,439.94,0.0,Overdue
23094,913,20130314,20130310.0,399.3,399.3,Paid
23095,1914,20241020,20241018.0,95.36,95.36,Paid
23096,1220,20181109,20181107.0,428.74,428.74,Paid
23097,1769,20030331,20030331.0,343.55,343.55,Paid
23098,1136,19950609,19950604.0,168.61,168.61,Paid
23099,2617,20180701,20180628.0,108.3,108.3,Paid
23100,2397,20240504,20240502.0,212.82,212.82,Paid
23101,3963,20190809,20190808.0,46.22,46.22,Paid
23102,4808,19930430,19930426.0,151.82,151.82,Paid
23103,533,20150420,20150415.0,173.21,173.21,Paid
23104,3474,20250117,,218.04,0.0,Overdue
23105,1692,20040419,20040416.0,51.84,51.84,Paid
23106,886,20230405,20230402.0,338.14,338.14,Paid
23107,2976,19950710,,181.68,0.0,Overdue
23108,4524,20140529,20140529.0,390.56,390.56,Paid
23109,3376,20230513,20230510.0,223.55,223.55,Paid
23110,3181,20170619,,126.84,0.0,Overdue
23111,4167,20180502,20180429.0,328.63,328.63,Paid
23112,2707,20250318,20250316.0,37.83,37.83,Paid
23113,3523,20150430,20150428.0,310.23,310.23,Paid
23114,4814,20250221,20250217.0,170.57,170.57,Paid
23115,867,20070523,20070520.0,252.73,252.73,Paid
23116,1001,20141212,20141209.0,201.57,201.57,Paid
23117,1956,20241207,20241205.0,349.01,349.01,Paid
23118,3407,20220802,20220728.0,124.66,124.66,Paid
23119,4596,20220420,20220420.0,252.42,252.42,Paid
23120,3335,20161117,20161115.0,401.27,401.27,Paid
23121,467,20241126,20241123.0,123.19,123.19,Paid
23122,4903,20230918,20230918.0,122.71,122.71,Paid
23123,2699,20191031,20191027.0,368.64,368.64,Paid
23124,2895,20140806,20140806.0,178.04,178.04,Paid
23125,4147,20210824,20210822.0,228.94,228.94,Paid
23126,3801,20110510,20110505.0,206.79,206.79,Paid
23127,3081,20111022,20111017.0,309.62,309.62,Paid
23128,4941,20240411,20240411.0,306.33,306.33,Paid
23129,3656,20110704,20110629.0,153.1,153.1,Paid
23130,3362,20230530,20230526.0,106.86,106.86,Paid
23131,3272,20120414,20120413.0,65.87,65.87,Paid
23132,3168,20240414,20240410.0,128.02,128.02,Paid
23133,2168,20031207,20031207.0,144.18,144.18,Paid
23134,4522,20180411,20180410.0,125.93,125.93,Paid
23135,1742,20250127,20250127.0,283.01,283.01,Paid
23136,3892,20191011,20191007.0,274.65,274.65,Paid
23137,3040,20081005,20081001.0,71.36,71.36,Paid
23138,1779,20220713,20220712.0,136.36,136.36,Paid
23139,2639,20220624,,261.41,0.0,Overdue
23140,3154,20140227,20140222.0,423.43,423.43,Paid
23141,1347,20070104,20061231.0,424.09,424.09,Paid
23142,4019,20000115,20000115.0,331.07,331.07,Paid
23143,4687,20240806,20240801.0,351.83,351.83,Paid
23144,1409,20200627,20200625.0,190.51,190.51,Paid
23145,4178,19991217,19991212.0,180.95,180.95,Paid
23146,4120,20060508,20060505.0,148.28,148.28,Paid
23147,1393,20200525,20200521.0,286.23,286.23,Paid
23148,4261,20250322,20250319.0,188.97,188.97,Paid
23149,539,20210723,20210718.0,169.64,169.64,Paid
23150,3916,20211231,20211229.0,55.32,55.32,Paid
23151,1387,20070530,20070526.0,161.19,161.19,Paid
23152,1268,19991218,19991218.0,207.83,207.83,Paid
23153,3388,20250330,20250329.0,159.1,159.1,Paid
23154,3872,20220529,20220525.0,322.03,322.03,Paid
23155,2703,20230913,20230913.0,186.91,186.91,Paid
23156,1239,20250429,20250425.0,114.56,114.56,Paid
23157,707,19920309,19920305.0,389.36,389.36,Paid
23158,855,19980726,,289.31,0.0,Overdue
23159,341,19910916,19910916.0,87.6,87.6,Paid
23160,4664,20130524,20130521.0,157.41,157.41,Paid
23161,4713,20181110,20181110.0,309.54,309.54,Paid
23162,2361,20231216,20231212.0,77.13,77.13,Paid
23163,697,20231103,20231031.0,390.46,390.46,Paid
23164,1752,20210907,,164.34,0.0,Overdue
23165,4151,20240621,20240616.0,244.67,244.67,Paid
23166,2001,20111102,20111030.0,79.27,79.27,Paid
23167,3919,20161205,20161204.0,203.86,203.86,Paid
23168,4954,20150531,20150528.0,213.06,213.06,Paid
23169,3560,20230608,20230603.0,426.98,426.98,Paid
23170,4985,20160113,20160110.0,317.59,317.59,Paid
23171,567,20090503,20090429.0,294.8,294.8,Paid
23172,1086,20191030,20191029.0,410.2,410.2,Paid
23173,2314,20020829,20020828.0,447.58,447.58,Paid
23174,2714,20230613,20230613.0,189.61,189.61,Paid
23175,4543,20141029,20141027.0,329.02,329.02,Paid
23176,1201,20241220,20241215.0,274.67,274.67,Paid
23177,2067,20180130,20180126.0,424.27,424.27,Paid
23178,4832,20160211,20160209.0,76.04,76.04,Paid
23179,1126,20150316,20150311.0,207.8,207.8,Paid
23180,2923,20241128,20241123.0,418.65,418.65,Paid
23181,865,20240716,,270.51,0.0,Overdue
23182,1403,20240925,20240923.0,311.15,311.15,Paid
23183,2527,20250525,20250523.0,237.02,237.02,Paid
23184,620,20240901,20240827.0,440.79,440.79,Paid
23185,165,20240222,20240219.0,446.41,446.41,Paid
23186,4117,20240614,20240613.0,83.81,83.81,Paid
23187,4798,20180110,,339.88,0.0,Overdue
23188,1765,20140331,20140328.0,94.32,94.32,Paid
23189,979,20241002,20240930.0,322.25,322.25,Paid
23190,2138,20081127,20081123.0,175.55,175.55,Paid
23191,1771,20240213,20240209.0,418.53,418.53,Paid
23192,93,20241112,,181.23,0.0,Overdue
23193,4037,20240715,20240713.0,94.37,94.37,Paid
23194,2574,20150929,20150929.0,193.25,193.25,Paid
23195,4909,20210113,20210113.0,337.07,337.07,Paid
23196,1468,20250607,20250605.0,411.95,411.95,Paid
23197,3859,20141117,20141113.0,55.62,55.62,Paid
23198,2927,20210826,20210825.0,160.79,160.79,Paid
23199,1536,20230509,20230504.0,192.83,192.83,Paid
23200,4142,20250514,20250513.0,237.5,237.5,Paid
23201,1318,19921205,19921203.0,141.26,141.26,Paid
23202,3007,20240705,20240701.0,431.91,431.91,Paid
23203,1905,20230807,20230805.0,39.87,39.87,Paid
23204,3607,20210114,20210114.0,343.91,343.91,Paid
23205,2424,20180520,20180517.0,254.15,254.15,Paid
23206,2795,20100130,20100127.0,344.16,344.16,Paid
23207,860,20200610,20200606.0,60.15,60.15,Paid
23208,4954,19951002,19951002.0,418.62,418.62,Paid
23209,3033,20240710,20240705.0,75.96,75.96,Paid
23210,2226,20200701,20200629.0,77.74,77.74,Paid
23211,2990,20240726,20240725.0,353.47,353.47,Paid
23212,2666,20231008,,83.4,0.0,Overdue
23213,3331,20240320,,97.53,0.0,Overdue
23214,4617,20241009,,88.14,0.0,Overdue
23215,591,20241211,20241210.0,281.73,281.73,Paid
23216,1714,20160321,20160318.0,253.85,253.85,Paid
23217,793,20240114,20240114.0,33.55,33.55,Paid
23218,3487,20200701,20200630.0,415.37,415.37,Paid
23219,1789,20200518,20200513.0,380.25,380.25,Paid
23220,1524,20190828,20190824.0,55.62,55.62,Paid
23221,3025,20091014,20091011.0,427.62,427.62,Paid
23222,4529,20171227,20171225.0,106.38,106.38,Paid
23223,1070,20250427,20250425.0,325.63,325.63,Paid
23224,3727,20080117,,294.68,0.0,Overdue
23225,2952,19991021,19991016.0,360.78,360.78,Paid
23226,2166,20191222,20191221.0,107.04,107.04,Paid
23227,93,20240704,20240704.0,420.99,420.99,Paid
23228,4277,20130815,20130811.0,373.76,373.76,Paid
23229,1116,20220601,20220527.0,137.45,137.45,Paid
23230,4448,19890911,19890909.0,46.72,46.72,Paid
23231,905,20120401,20120327.0,49.28,49.28,Paid
23232,1176,20250307,20250304.0,80.57,80.57,Paid
23233,4652,20250331,20250329.0,332.05,332.05,Paid
23234,2756,19820508,19820503.0,332.4,332.4,Paid
23235,4835,20240104,20240101.0,92.15,92.15,Paid
23236,3727,20220812,20220812.0,211.78,211.78,Paid
23237,2972,20110502,,201.67,0.0,Overdue
23238,1581,20220421,20220416.0,153.63,153.63,Paid
23239,4886,19980529,19980529.0,235.39,235.39,Paid
23240,2921,20191101,20191027.0,214.08,214.08,Paid
23241,390,20250426,20250426.0,232.8,232.8,Paid
23242,2512,20041013,20041011.0,134.74,134.74,Paid
23243,3950,20250215,20250212.0,251.14,251.14,Paid
23244,1140,20241212,,208.06,0.0,Overdue
23245,240,19970522,19970521.0,183.66,183.66,Paid
23246,4994,19971209,19971209.0,302.68,302.68,Paid
23247,4680,20151214,20151210.0,263.62,263.62,Paid
23248,2783,20240530,20240527.0,412.62,412.62,Paid
23249,3898,20240624,20240624.0,265.36,265.36,Paid
23250,3819,20250328,20250328.0,330.03,330.03,Paid
23251,3858,20210519,20210518.0,244.01,244.01,Paid
23252,2922,20250228,20250227.0,34.55,34.55,Paid
23253,938,19770519,19770519.0,50.11,50.11,Paid
23254,1950,20010312,20010311.0,316.01,316.01,Paid
23255,4470,20191210,20191207.0,76.13,76.13,Paid
23256,1346,20220728,20220725.0,231.28,231.28,Paid
23257,878,20161101,20161031.0,421.69,421.69,Paid
23258,3305,20170331,20170329.0,117.26,117.26,Paid
23259,2869,20230310,20230310.0,416.91,416.91,Paid
23260,3267,20171125,20171124.0,312.0,312.0,Paid
23261,1715,20190709,20190705.0,194.73,194.73,Paid
23262,2496,20221002,20220928.0,387.72,387.72,Paid
23263,3434,20210211,20210211.0,311.31,311.31,Paid
23264,1247,20241211,20241209.0,86.24,86.24,Paid
23265,4491,20220527,20220524.0,195.61,195.61,Paid
23266,3896,20191128,,90.74,0.0,Overdue
23267,1370,20250531,,47.15,0.0,Overdue
23268,3091,20220315,20220312.0,107.48,107.48,Paid
23269,3449,19840821,19840819.0,275.26,275.26,Paid
23270,5000,20250603,20250531.0,125.29,125.29,Paid
23271,1492,20250603,20250529.0,296.84,296.84,Paid
23272,3925,20250601,,293.25,0.0,Overdue
23273,1923,20110731,20110731.0,333.1,333.1,Paid
23274,364,20250518,20250517.0,47.39,47.39,Paid
23275,576,20020704,20020701.0,173.09,173.09,Paid
23276,3157,20190512,20190507.0,332.49,332.49,Paid
23277,2190,20250312,20250308.0,257.1,257.1,Paid
23278,3991,20100515,20100513.0,153.35,153.35,Paid
23279,2050,20080701,20080630.0,432.4,432.4,Paid
23280,2674,20240910,20240905.0,359.51,359.51,Paid
23281,1173,20190519,20190519.0,444.3,444.3,Paid
23282,331,20220826,20220824.0,240.12,240.12,Paid
23283,4407,20040205,20040202.0,51.69,51.69,Paid
23284,60,20201119,20201116.0,298.73,298.73,Paid
23285,369,20090404,20090402.0,125.4,125.4,Paid
23286,1396,20250504,20250504.0,368.64,368.64,Paid
23287,1225,19930911,19930906.0,249.03,249.03,Paid
23288,1475,20211104,20211103.0,272.03,272.03,Paid
23289,3144,20240724,20240722.0,143.81,143.81,Paid
23290,1661,20210407,20210404.0,144.55,144.55,Paid
23291,3448,20030415,20030412.0,431.58,431.58,Paid
23292,2126,20250225,20250225.0,267.22,267.22,Paid
23293,1689,20241109,,138.42,0.0,Overdue
23294,893,20220425,20220423.0,218.95,218.95,Paid
23295,810,20190827,20190824.0,343.18,343.18,Paid
23296,1143,20120222,20120217.0,137.58,137.58,Paid
23297,1094,20231124,20231121.0,106.01,106.01,Paid
23298,2280,20210404,20210404.0,110.72,110.72,Paid
23299,3398,20250205,20250203.0,374.21,374.21,Paid
23300,2985,20250312,20250307.0,307.18,307.18,Paid
23301,2463,20170419,20170418.0,134.49,134.49,Paid
23302,4443,20221204,,341.22,0.0,Overdue
23303,2266,20230622,20230618.0,231.72,231.72,Paid
23304,1242,20250207,20250207.0,320.93,320.93,Paid
23305,4732,20100105,20100103.0,326.25,326.25,Paid
23306,3223,20080428,20080428.0,318.31,318.31,Paid
23307,4881,20171028,,345.02,0.0,Overdue
23308,1416,20221009,20221004.0,425.62,425.62,Paid
23309,3869,20230213,20230209.0,51.42,51.42,Paid
23310,2950,20241128,20241124.0,439.86,439.86,Paid
23311,1695,20250311,20250306.0,415.9,415.9,Paid
23312,710,20210128,20210128.0,427.75,427.75,Paid
23313,3172,20240527,20240522.0,325.97,325.97,Paid
23314,2829,20130621,20130617.0,263.23,263.23,Paid
23315,2349,20250323,20250318.0,69.4,69.4,Paid
23316,1113,20240707,20240704.0,64.67,64.67,Paid
23317,4492,20210919,20210915.0,302.41,302.41,Paid
23318,1777,20061208,20061208.0,183.01,183.01,Paid
23319,3204,20091216,20091216.0,118.06,118.06,Paid
23320,3520,20160121,20160117.0,317.7,317.7,Paid
23321,961,20220516,,439.47,0.0,Overdue
23322,768,20210414,,47.99,0.0,Overdue
23323,3321,20230827,,217.41,0.0,Overdue
23324,3204,20201027,20201024.0,393.61,393.61,Paid
23325,3124,20180502,20180430.0,266.08,266.08,Paid
23326,79,20091129,20091129.0,82.01,82.01,Paid
23327,1922,20230218,20230218.0,305.49,305.49,Paid
23328,225,20240628,20240628.0,94.13,94.13,Paid
23329,24,20241206,20241203.0,441.58,441.58,Paid
23330,4063,20100312,20100310.0,377.48,377.48,Paid
23331,4312,20200115,20200113.0,372.39,372.39,Paid
23332,1615,20240411,20240411.0,141.79,141.79,Paid
23333,3700,20030822,,255.94,0.0,Overdue
23334,2391,20230505,20230503.0,46.39,46.39,Paid
23335,1991,20220806,20220806.0,375.77,375.77,Paid
23336,22,20100203,,205.37,0.0,Overdue
23337,2252,20210125,20210123.0,236.85,236.85,Paid
23338,3016,20240107,20240102.0,194.06,194.06,Paid
23339,1070,20250423,20250421.0,115.53,115.53,Paid
23340,3670,20230322,20230319.0,299.75,299.75,Paid
23341,2816,20070313,20070311.0,152.58,152.58,Paid
23342,1502,19950115,19950110.0,106.78,106.78,Paid
23343,3001,20001218,20001216.0,145.92,145.92,Paid
23344,1072,20230215,20230213.0,389.89,389.89,Paid
23345,1938,20160921,20160918.0,420.37,420.37,Paid
23346,4579,20050418,20050417.0,135.13,135.13,Paid
23347,4921,19920122,19920117.0,31.96,31.96,Paid
23348,4705,20161130,20161129.0,264.4,264.4,Paid
23349,2071,20190103,20181229.0,139.25,139.25,Paid
23350,4886,19991016,19991013.0,234.1,234.1,Paid
23351,4953,20240902,20240830.0,268.37,268.37,Paid
23352,4249,20040514,20040512.0,328.88,328.88,Paid
23353,1056,20231014,20231011.0,341.49,341.49,Paid
23354,3451,20220111,,247.91,0.0,Overdue
23355,49,20120816,20120813.0,131.01,131.01,Paid
23356,3528,20090127,20090123.0,90.74,90.74,Paid
23357,2414,20220701,,106.84,0.0,Overdue
23358,4289,20131214,20131210.0,419.6,419.6,Paid
23359,1878,20240404,20240331.0,373.46,373.46,Paid
23360,4237,20040428,20040426.0,238.31,238.31,Paid
23361,644,20230320,20230318.0,336.62,336.62,Paid
23362,68,20250114,20250114.0,346.42,346.42,Paid
23363,3075,20241011,20241009.0,254.56,254.56,Paid
23364,390,20250424,20250420.0,92.34,92.34,Paid
23365,2596,20240721,20240720.0,77.92,77.92,Paid
23366,140,20200516,20200514.0,269.03,269.03,Paid
23367,1536,20200104,20200104.0,351.42,351.42,Paid
23368,399,20180424,20180419.0,199.1,199.1,Paid
23369,4405,20250329,20250326.0,237.05,237.05,Paid
23370,1533,19990711,19990707.0,189.35,189.35,Paid
23371,4994,20101010,20101008.0,70.32,70.32,Paid
23372,2566,20120125,20120124.0,377.95,377.95,Paid
23373,711,20250326,20250326.0,260.69,260.69,Paid
23374,2389,20100824,20100821.0,368.15,368.15,Paid
23375,4767,20250419,20250415.0,226.76,226.76,Paid
23376,1444,20230322,20230319.0,166.0,166.0,Paid
23377,3362,20180716,20180713.0,49.91,49.91,Paid
23378,2215,20180210,20180209.0,312.89,312.89,Paid
23379,2494,20250314,,101.87,0.0,Overdue
23380,4894,20200530,20200528.0,129.05,129.05,Paid
23381,3321,20211123,20211120.0,262.83,262.83,Paid
23382,3001,20240801,20240801.0,154.94,154.94,Paid
23383,3417,20240220,20240220.0,80.28,80.28,Paid
23384,2693,20250207,20250203.0,289.05,289.05,Paid
23385,2469,20020320,20020319.0,114.28,114.28,Paid
23386,3481,20120602,20120530.0,344.07,344.07,Paid
23387,564,20050907,20050904.0,415.68,415.68,Paid
23388,124,20230521,20230516.0,348.02,348.02,Paid
23389,4991,20210622,20210619.0,449.05,449.05,Paid
23390,1896,20090311,20090307.0,316.68,316.68,Paid
23391,2332,20230424,20230421.0,254.94,254.94,Paid
23392,3867,20210304,20210302.0,184.43,184.43,Paid
23393,3657,20240911,20240910.0,218.89,218.89,Paid
23394,60,20240816,20240812.0,296.08,296.08,Paid
23395,4469,20200926,20200921.0,258.51,258.51,Paid
23396,963,19951204,19951130.0,166.31,166.31,Paid
23397,4050,20240309,20240304.0,343.03,343.03,Paid
23398,2747,20240717,20240715.0,83.24,83.24,Paid
23399,3234,19920306,19920301.0,289.53,289.53,Paid
23400,2311,20240518,20240514.0,440.46,440.46,Paid
23401,3205,20200627,20200627.0,371.97,371.97,Paid
23402,3717,20150124,20150122.0,79.63,79.63,Paid
23403,1830,20181128,20181124.0,192.34,192.34,Paid
23404,325,20210529,20210526.0,375.69,375.69,Paid
23405,1196,20240711,20240707.0,396.27,396.27,Paid
23406,1620,20250606,20250605.0,122.62,122.62,Paid
23407,3837,20190804,20190731.0,63.03,63.03,Paid
23408,2099,20240711,20240710.0,126.58,126.58,Paid
23409,3256,20221216,20221214.0,390.25,390.25,Paid
23410,4839,20170928,20170923.0,196.17,196.17,Paid
23411,255,20170518,,296.75,0.0,Overdue
23412,4759,20250416,20250411.0,137.39,137.39,Paid
23413,730,20040929,20040925.0,178.92,178.92,Paid
23414,4480,20220705,20220630.0,271.01,271.01,Paid
23415,437,20241109,20241106.0,384.91,384.91,Paid
23416,1343,19810707,19810705.0,237.01,237.01,Paid
23417,459,20240214,20240211.0,79.93,79.93,Paid
23418,2936,20120210,20120209.0,288.95,288.95,Paid
23419,3425,20220319,20220316.0,68.51,68.51,Paid
23420,4152,20051018,20051015.0,374.59,374.59,Paid
23421,2798,20200930,20200927.0,273.1,273.1,Paid
23422,3511,20241126,20241121.0,127.69,127.69,Paid
23423,561,19990501,,50.04,0.0,Overdue
23424,1670,20250227,20250223.0,302.89,302.89,Paid
23425,4085,20250331,20250328.0,168.21,168.21,Paid
23426,1757,20040121,20040121.0,173.16,173.16,Paid
23427,3883,20240126,20240122.0,184.23,184.23,Paid
23428,1455,20130804,20130802.0,99.31,99.31,Paid
23429,2795,20170916,20170913.0,144.29,144.29,Paid
23430,3913,20210512,20210511.0,131.18,131.18,Paid
23431,1029,20231025,20231020.0,262.43,262.43,Paid
23432,4503,20210129,20210124.0,155.12,155.12,Paid
23433,1151,20250603,20250529.0,294.38,294.38,Paid
23434,2289,20181113,,243.14,0.0,Overdue
23435,1502,20100909,,199.89,0.0,Overdue
23436,3286,20200228,20200227.0,105.92,105.92,Paid
23437,1906,20150713,20150711.0,257.82,257.82,Paid
23438,3572,20220607,20220602.0,424.15,424.15,Paid
23439,690,20200326,20200324.0,351.8,351.8,Paid
23440,2891,20120730,20120727.0,83.71,83.71,Paid
23441,3680,20070116,20070111.0,262.63,262.63,Paid
23442,2256,19881204,19881202.0,166.41,166.41,Paid
23443,791,20241129,20241125.0,242.55,242.55,Paid
23444,1828,20210615,20210610.0,110.23,110.23,Paid
23445,2873,20240501,20240428.0,207.33,207.33,Paid
